	Id	Text	Label
15408	16537620_gab	sad but true in my state pitbull owners are usually in the ghetto or barrio i e black hispanic gangbangers or out in the boondocks trailer parks doped up white trash tweakers juggalos crim bikers pitbull ownership is highly correlated with having a felony record and or drug habit	offensive
19735	8096002_gab	kahn as is con get the guns get the boats and export every single muslim out of the uk immediately fuckislam	offensive
5168	22387373_gab	someone who still has a twitter account please tell this kike ass kisser that there are far more high iq white people in american then there are jews in existence jews get into positions because of nepotism not merit	hatespeech
4422	1178773823933550592_twitter	<user> if agree with plotting to injure people for being queer you are a nazi end of story goodbye	normal
10984	1107013241148850177_twitter	<user> and you a dumb bitch in mine keep typing hoe you still retarded	undecided
11418	1126072045283024896_twitter	<user> you will be killed one day by our muslims inshaallah	hatespeech
8323	9361416_gab	whenever im at the store an i see a white woman with a mullatto freak wirey haired caramel color mutant niglet baby i always say o thats a cute baby and smile and they always say thanks then i say are u babysitting and they look confused and then they get sad 😎 😎 😎	hatespeech
5506	1179054309302001669_twitter	gonna start kicking out the faggots	hatespeech
18194	25551077_gab	implies female sand niggers are hot ignores the bin bag they wear to hide their hideousness	hatespeech
13982	12711793_gab	dear white america we gave them the vote we gave them equality we gave them our cities we gave them ebt housing affirmative action we gave them stardom multi million dollar salaries guess what they still hate you they will always hate you stop apologizing white man fight back	offensive
19424	6172491_gab	remember islam ignited in the middle east they once were normal then they got ruled by violence brainwashed	offensive
5909	1103137075119874048_twitter	you might be a racist if you buy green olives in a jar but pass on the black olives in the can	normal
14286	13333968_gab	we have several generations of women utterly incapable of making even the simplest sandwich	offensive
6479	13751869_gab	maxine waters nigger bitch brain jumps the porch attacks cos gen kelly you earned <number> stars had a successful career now you have fallen prey to a moron in an effort to protect his career apologize trump gab fam speak freely chat americans	offensive
8596	1178400193424842752_twitter	a place that agreed the pubic is retarded and illiterate and needs representation no straight votes no democracy a republics says the aristocrats are holy holy holy and we are disgusting mud stompers lmao never only white people here do that do not tread on them	normal
18180	25497700_gab	london is a 3 rd w ghetto now in many parts thanks to tonyblair the cottager	offensive
1484	9617009_gab	4 th of july always fires up my american patriot blood demanding and fighting for freedom for all dems openly want mussie barbarian sharia in america that makes women all but slaves not going to happen vote dems out of congress <date> <user> make america great	hatespeech
7908	1179103240555831303_twitter	<user> true but gay people are still beaten and killed at a high rate lgbtq children are the largest group of homeless youth and gay people where some of the first killed during the holocaust being gay was also illegal but n this country until pretty recently	normal
6150	27002468_gab	thanks jews we were told pt blank by kikess barbara lerner specter this had to take place	hatespeech
4527	1179082262920466432_twitter	<user> serious points for using both hillbilly hell cabal in the same tweet	normal
11590	1145614549149552640_twitter	<user> a <number> yr muslims kid while crying 😥 😥 says to no to khatna 😂 😂 😂 😂 😂 😂 😂 😂	normal
19160	4734530_gab	with all the violence at uc berkeley i kinda wonder why the uc police have not started shooting people yet also i wonder how many millions of breitbart is gonna sue for and i wonder if trump will cut their funding over this	normal
3389	1178304006134931462_twitter	<user> <user> sounds familiar to the he wuz a good boy he dindu nuffin he was on his way home from church gettin his lyfe back on track doesnt it	normal
14284	13323449_gab	personally i would prefer to see chimps with rpgs move into the house next door than let more muslims have access to nuke technology people who think more muzzies with a bombs would be wonderful can explain themselves	hatespeech
18899	3316015_gab	warning women men boy girls and toddlers all are fair game for rapes and other forms violence from these obama friendly terrorist immigrants	hatespeech
8698	1178780156271439874_twitter	<user> their white helmets white helmets military propaganda arm of allies attempt at regime change destabilizing syria exactly causing refugee of europe migrant crisis in first place white helmets not need our hard earned cash it is well funded by george soros organizations	normal
17575	23299541_gab	this is why women having careers is not our people this is why any non white immigration is not our people this is why doing drugs is not our people this is why going down to home depot for illegal labor is not our people you cannot violate this principle and be our people	hatespeech
